Review_Text,Sentiment
Very decent stay ... We stay at this hotel every holidays ... Atleast a week ... Past 4 years ... Good ambience. Good food ... Nice staff ... And really value for our money. Totally much satisfied,3
Cleanliness is awesome. Extra beds are overpriced. Staff is not willing to adjust check-in and checkout times despite telling them in the extras at the time of booking the hotel. The room service is also poor. I asked them to get 2 water bottles. They took nearly 30 mins and got only 1.,3
"Overall, a good experience. Food at Ali's grill was awesome and very good price. Breakfast and buffet at lunch was what we went for. Hats off to the quality of the food and hospitality. Room was good too, but the third bed was not very comfortable. Toilets are in a bad condition.",3
I had booked the room by online. I had visited this hotel for alone. All facility was provided in the room. All variety of breakfast was provided in the hotel. The booking and front office was good. The location of the hotel was average. The destination of the hotel was average. I didn’t use activity in the hotel. The behaviour of staff’s was good.,2
"Excellent Hotel, Good Breakfast, Good Service, Helpful Staff",3
Value for money! Bathroom cud've been much cleaner. Happy with the stay,3
"Very rude staff

No hotel restaurant was open at 10:15pm. Neither room service.

No help for mobile charger etc. Even mediocre hotels provide mobile chargers to guests.",1
The room given for hotel.com customers are average. I had ask for replacement by of bed covers,3
Stay was good. Breakfast is good. little far from airport. No taxi service as per reception.,3
Cleanliness: time to unblock toilets,1
"large comfortable rooms, House Keeping should improve,lots of mosquitoes in the room .Quality of food & service standard need improvements. Lots of noise from the floor above due to shifting of furniture etc.
Good staff at front desk and at door.",2
"Restaurant is a bit over-prized, but the hotel staff are friendly and the rooms have good facilities",3
"Too small rooms. you even can't walk.
Wall to wall fitted bed.
Not value for money.",1
Communication with the staff was very difficult as they spoke minimal English. They seemed to be unaware they took bookings through Expedia so even though we had already paid they knew nothing about the booking. We almost missed our plane as although we had asked for a large taxi a small one turned up that refused to take us. The room we finally got was a good size but had cockroach's.,1
"Shopping, theatre nearby. Hotel is nice n good. Just no hot flask n no complimetary mineral water. Room access card is always problem. Stay is good",2
unpleasant stay. not easy task to reach. Morning b/f not at all good. coffee/tea not available..they go purchase milk after ordering coffee,1
"I used 3 double bedroom for our family,it was a memorable stay.i would recommend this property for family stay",3
I am staying here for the second time. So convenient for T-Nagar shopping and after reaching hotel a peaceful stay as it resides in the residential area. Breakfast was home made so what ever I liked it. Rooms were clean and I got everything I want. The rooms are limited and I am fearing going forward getting rooms will be a challenge.,3
